item, sku, size, order_num, date_of_purchase, purchase_price, status, status_update_date
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 9.5, 32436209-32335968, Mon 17 Jan 2022 - 03:09:03 AM, 214.24, Arrived At StockX, Mon 17 Jan 2022 - 03:09:03 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 11, 32334362-32234121, Mon 17 Jan 2022 - 02:18:45 AM, 209.12, Verified & Shipped, Mon 17 Jan 2022 - 02:18:45 AM
Jordan 6 Retro Carmine (2021), CT8529-106, 9.5, 32634768-32534527, Tue 18 Jan 2022 - 11:48:35 PM, 235.14, Shipped To StockX, Tue 18 Jan 2022 - 11:48:35 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 8.5, 32642005-32541764, Tue 18 Jan 2022 - 11:32:01 PM, 205.88, Shipped To StockX, Tue 18 Jan 2022 - 11:32:01 PM
Jordan 1 Mid Very Berry (GS), 554725-016, 7Y, 32629719-32529478, Tue 18 Jan 2022 - 11:25:45 PM, 134.14, Verified & Shipped, Tue 18 Jan 2022 - 11:25:45 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 9.5, 32457827-32357586, Tue 18 Jan 2022 - 11:18:06 PM, 173.24, Verified & Shipped, Tue 18 Jan 2022 - 11:18:06 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32459827-32359586, Tue 18 Jan 2022 - 11:11:38 PM, 202.83, Verified & Shipped, Tue 18 Jan 2022 - 11:11:38 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32459944-32359703, Tue 18 Jan 2022 - 08:49:44 PM, 202.83, Verified & Shipped, Tue 18 Jan 2022 - 08:49:44 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 7, 32571049-32470808, Tue 18 Jan 2022 - 08:34:29 PM, 203.79, Verified & Shipped, Tue 18 Jan 2022 - 08:34:29 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 13, 32637567-32537326, Tue 18 Jan 2022 - 08:28:11 PM, 248.84, Shipped To StockX, Tue 18 Jan 2022 - 08:28:11 PM
Jordan 13 Retro Flint 2020 (GS), 884129-404, 6.5Y, 32601163-32500922, Mon 17 Jan 2022 - 05:33:51 PM, 161.99, Shipped To StockX, Tue 18 Jan 2022 - 08:23:07 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32601240-32500999, Mon 17 Jan 2022 - 05:36:09 PM, 125.14, Shipped To StockX, Tue 18 Jan 2022 - 08:21:45 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32455610-32355369, Tue 18 Jan 2022 - 08:16:08 PM, 183.07, Verified & Shipped, Tue 18 Jan 2022 - 08:16:08 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 8, 32222570-32122329, Tue 18 Jan 2022 - 08:15:54 PM, 225.73, Verified & Shipped, Tue 18 Jan 2022 - 08:15:54 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11.5, 32480156-32379915, Tue 18 Jan 2022 - 08:15:41 PM, 276.94, Verified & Shipped, Tue 18 Jan 2022 - 08:15:41 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 8.5, 32642005-32541764, Tue 18 Jan 2022 - 07:29:33 PM, 205.88, Order Confirmed, Tue 18 Jan 2022 - 07:29:33 PM
Jordan 1 Low Bred Toe, 553558-612, 12, 32641734-32541493, Tue 18 Jan 2022 - 07:20:44 PM, 177.66, Order Confirmed, Tue 18 Jan 2022 - 07:20:44 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9W, 32640800-32540559, Tue 18 Jan 2022 - 06:58:25 PM, 214.24, Order Confirmed, Tue 18 Jan 2022 - 06:58:25 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 7.5, 32451371-32351130, Tue 18 Jan 2022 - 05:38:16 PM, 171.86, Arrived At StockX, Tue 18 Jan 2022 - 05:38:16 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11.5, 32469611-32369370, Tue 18 Jan 2022 - 05:23:12 PM, 188.42, Arrived At StockX, Tue 18 Jan 2022 - 05:23:12 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 13, 32637567-32537326, Tue 18 Jan 2022 - 05:18:33 PM, 248.84, Order Confirmed, Tue 18 Jan 2022 - 05:18:33 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025219-31924978, Sun 02 Jan 2022 - 02:41:41 PM, 127.14, Verified & Shipped, Tue 18 Jan 2022 - 05:13:06 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32105283-32005042, Tue 18 Jan 2022 - 05:11:49 PM, 128.14, Delivered, Tue 18 Jan 2022 - 05:11:49 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 32160906-32060665, Tue 18 Jan 2022 - 05:11:27 PM, 124.14, Delivered, Tue 18 Jan 2022 - 05:11:27 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 32160962-32060721, Tue 18 Jan 2022 - 05:10:29 PM, 124.14, Delivered, Tue 18 Jan 2022 - 05:10:29 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 32160947-32060706, Tue 18 Jan 2022 - 05:10:16 PM, 124.14, Delivered, Tue 18 Jan 2022 - 05:10:16 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 32160887-32060646, Tue 18 Jan 2022 - 05:10:02 PM, 124.14, Delivered, Tue 18 Jan 2022 - 05:10:02 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 32161031-32060790, Tue 18 Jan 2022 - 05:09:54 PM, 124.14, Delivered, Tue 18 Jan 2022 - 05:09:54 PM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 31974939-31874698, Fri 31 Dec 2021 - 08:37:17 PM, 109.14, Delivered, Tue 18 Jan 2022 - 05:09:47 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6Y, 32160761-32060520, Tue 18 Jan 2022 - 05:09:40 PM, 125.14, Delivered, Tue 18 Jan 2022 - 05:09:40 PM
Nike Dunk Low Midas Gold, DD1391-701, 9.5, 32449136-32348895, Tue 18 Jan 2022 - 05:09:36 PM, 172.44, Arrived At StockX, Tue 18 Jan 2022 - 05:09:36 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 31884349-31784108, Tue 18 Jan 2022 - 05:09:37 PM, 134.14, Delivered, Tue 18 Jan 2022 - 05:09:37 PM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 5.5Y, 32158119-32057878, Tue 18 Jan 2022 - 05:05:03 PM, 190.04, Delivered, Tue 18 Jan 2022 - 05:05:03 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882159-31781918, Wed 29 Dec 2021 - 07:05:52 PM, 133.14, Delivered, Tue 18 Jan 2022 - 05:04:50 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 8, 32446850-32346609, Tue 18 Jan 2022 - 05:03:35 PM, 211.10, Verified & Shipped, Tue 18 Jan 2022 - 05:03:35 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 11.5, 32437517-32337276, Tue 18 Jan 2022 - 05:03:20 PM, 199.81, Verified & Shipped, Tue 18 Jan 2022 - 05:03:20 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32635497-32535256, Tue 18 Jan 2022 - 04:43:00 PM, 121.14, Shipped To StockX, Tue 18 Jan 2022 - 04:43:00 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32635497-32535256, Tue 18 Jan 2022 - 04:43:01 PM, 121.14, Arrived At StockX, Tue 18 Jan 2022 - 04:43:01 PM
Jordan 13 Retro Starfish, 414571-108, 8, 32446007-32345766, Tue 18 Jan 2022 - 04:42:50 PM, 204.83, Arrived At StockX, Tue 18 Jan 2022 - 04:42:50 PM
Jordan 13 Retro Black Hyper Royal, 414571-040, 11, 32583820-32483579, Mon 17 Jan 2022 - 07:49:09 AM, 269.84, Verified & Shipped, Tue 18 Jan 2022 - 04:41:58 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32451744-32351503, Tue 18 Jan 2022 - 04:41:32 PM, 197.63, Arrived At StockX, Tue 18 Jan 2022 - 04:41:32 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 8.5, 32481710-32381469, Tue 18 Jan 2022 - 04:30:16 PM, 203.79, Shipped To StockX, Tue 18 Jan 2022 - 04:30:16 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32635497-32535256, Tue 18 Jan 2022 - 04:24:50 PM, 121.14, Order Confirmed, Tue 18 Jan 2022 - 04:24:50 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32589469-32489228, Mon 17 Jan 2022 - 12:06:31 PM, 121.14, Shipped To StockX, Tue 18 Jan 2022 - 04:11:21 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32459827-32359586, Tue 18 Jan 2022 - 11:11:38 PM, 202.83, Arrived At StockX, Tue 18 Jan 2022 - 04:09:06 PM
Jordan 12 Retro Low Easter (2021), DB0733-190, 11, 32634842-32534601, Tue 18 Jan 2022 - 04:05:13 PM, 170.83, Order Confirmed, Tue 18 Jan 2022 - 04:05:13 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 9, 32525293-32425052, Tue 18 Jan 2022 - 04:04:15 PM, 214.24, Arrived At StockX, Tue 18 Jan 2022 - 04:04:15 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 9.5, 32634768-32534527, Tue 18 Jan 2022 - 04:03:06 PM, 235.14, Order Confirmed, Tue 18 Jan 2022 - 04:03:06 PM
Jordan 13 Retro Court Purple, DJ5982-015, 11, 32424031-32323790, Tue 18 Jan 2022 - 03:56:30 PM, 193.47, Arrived At StockX, Tue 18 Jan 2022 - 03:56:30 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32424001-32323760, Tue 18 Jan 2022 - 03:56:17 PM, 190.35, Arrived At StockX, Tue 18 Jan 2022 - 03:56:17 PM
Jordan 13 Retro Court Purple, DJ5982-015, 11, 32423893-32323652, Tue 18 Jan 2022 - 03:55:49 PM, 193.47, Arrived At StockX, Tue 18 Jan 2022 - 03:55:49 PM
Jordan 13 Retro Court Purple, DJ5982-015, 13, 32423993-32323752, Tue 18 Jan 2022 - 03:55:11 PM, 208.03, Arrived At StockX, Tue 18 Jan 2022 - 03:55:11 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 32455520-32355279, Tue 18 Jan 2022 - 03:45:47 PM, 171.86, Arrived At StockX, Tue 18 Jan 2022 - 03:45:47 PM
Jordan 13 Retro Court Purple, DJ5982-015, 11, 32423874-32323633, Tue 18 Jan 2022 - 03:36:02 PM, 193.47, Arrived At StockX, Tue 18 Jan 2022 - 03:36:02 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32423848-32323607, Tue 18 Jan 2022 - 03:35:39 PM, 192.43, Arrived At StockX, Tue 18 Jan 2022 - 03:35:39 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32423731-32323490, Tue 18 Jan 2022 - 03:34:54 PM, 192.43, Arrived At StockX, Tue 18 Jan 2022 - 03:34:54 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32423863-32323622, Tue 18 Jan 2022 - 03:34:22 PM, 192.43, Arrived At StockX, Tue 18 Jan 2022 - 03:34:22 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32450855-32350614, Tue 18 Jan 2022 - 03:31:59 PM, 198.67, Arrived At StockX, Tue 18 Jan 2022 - 03:31:59 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32116061-32015820, Tue 18 Jan 2022 - 03:25:12 PM, 125.14, Delivered, Tue 18 Jan 2022 - 03:25:12 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 10, 32262242-32162001, Tue 18 Jan 2022 - 03:25:05 PM, 170.83, Delivered, Tue 18 Jan 2022 - 03:25:05 PM
Jordan 5 Retro Bluebird (W), DD9336-400, 5.5W, 32075280-31975039, Mon 03 Jan 2022 - 09:15:03 PM, 177.66, Delivered, Tue 18 Jan 2022 - 03:24:10 PM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6Y, 31970605-31870364, Fri 31 Dec 2021 - 06:06:25 PM, 108.14, Delivered, Tue 18 Jan 2022 - 03:22:24 PM
adidas Yeezy Boost 380 Mist, FX9764, 10, 32141888-32041647, Tue 18 Jan 2022 - 03:19:29 PM, 170.83, Delivered, Tue 18 Jan 2022 - 03:19:29 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32423346-32323105, Tue 18 Jan 2022 - 03:11:04 PM, 208.03, Arrived At StockX, Tue 18 Jan 2022 - 03:11:04 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10, 32342044-32241803, Tue 18 Jan 2022 - 03:03:42 PM, 212.23, Verified & Shipped, Tue 18 Jan 2022 - 03:03:42 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32589532-32489291, Mon 17 Jan 2022 - 12:08:39 PM, 124.14, Shipped To StockX, Tue 18 Jan 2022 - 03:03:31 PM
adidas Yeezy Boost 700 MNVN Metallic, GW9524, 8.5, 32582425-32482184, Mon 17 Jan 2022 - 06:09:34 AM, 191.53, Shipped To StockX, Tue 18 Jan 2022 - 03:02:53 PM
adidas Yeezy Boost 700 MNVN Metallic, GW9524, 11, 32582442-32482201, Mon 17 Jan 2022 - 06:10:55 AM, 191.53, Shipped To StockX, Tue 18 Jan 2022 - 03:02:51 PM
adidas Yeezy Boost 700 MNVN Metallic, GW9524, 8, 32582465-32482224, Mon 17 Jan 2022 - 06:12:34 AM, 186.35, Shipped To StockX, Tue 18 Jan 2022 - 03:02:48 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8.5W, 32548957-32448716, Tue 18 Jan 2022 - 03:01:43 PM, 213.19, Verified & Shipped, Tue 18 Jan 2022 - 03:01:43 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10.5, 32412157-32311916, Tue 18 Jan 2022 - 03:01:24 PM, 213.26, Arrived At StockX, Tue 18 Jan 2022 - 03:01:24 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9.5, 32452221-32351980, Tue 18 Jan 2022 - 02:54:30 PM, 214.24, Arrived At StockX, Tue 18 Jan 2022 - 02:54:30 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 11, 32610146-32509905, Mon 17 Jan 2022 - 10:07:48 PM, 172.90, Shipped To StockX, Tue 18 Jan 2022 - 02:44:06 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 12, 32472629-32372388, Tue 18 Jan 2022 - 02:43:59 PM, 193.34, Arrived At StockX, Tue 18 Jan 2022 - 02:43:59 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8W, 32550159-32449918, Tue 18 Jan 2022 - 02:31:08 PM, 214.24, Verified & Shipped, Tue 18 Jan 2022 - 02:31:08 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32459944-32359703, Tue 18 Jan 2022 - 08:49:44 PM, 202.83, Arrived At StockX, Tue 18 Jan 2022 - 02:17:26 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 7, 32401140-32300899, Tue 18 Jan 2022 - 02:12:47 PM, 205.88, Delivered, Tue 18 Jan 2022 - 02:12:47 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 32629978-32529737, Tue 18 Jan 2022 - 01:41:42 PM, 143.14, Order Confirmed, Tue 18 Jan 2022 - 01:41:42 PM
Jordan 1 Mid Very Berry (GS), 554725-016, 7Y, 32629719-32529478, Tue 18 Jan 2022 - 11:25:45 PM, 134.14, Arrived At StockX, Tue 18 Jan 2022 - 01:35:50 PM
Jordan 1 Mid Very Berry (GS), 554725-016, 7Y, 32629719-32529478, Tue 18 Jan 2022 - 11:25:45 PM, 134.14, Shipped To StockX, Tue 18 Jan 2022 - 01:35:45 PM
Jordan 1 Mid Very Berry (GS), 554725-016, 7Y, 32629719-32529478, Tue 18 Jan 2022 - 01:33:58 PM, 134.14, Order Confirmed, Tue 18 Jan 2022 - 01:33:58 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 7.5, 32490330-32390089, Tue 18 Jan 2022 - 12:39:14 PM, 157.37, Arrived At StockX, Tue 18 Jan 2022 - 12:39:14 PM
adidas Yeezy Boost 700 MNVN Metallic, GW9524, 13, 32405317-32305076, Tue 18 Jan 2022 - 12:34:59 PM, 187.39, Arrived At StockX, Tue 18 Jan 2022 - 12:34:59 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 32442018-32341777, Tue 18 Jan 2022 - 12:22:41 PM, 240.36, Arrived At StockX, Tue 18 Jan 2022 - 12:22:41 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 6, 31960052-31859811, Fri 31 Dec 2021 - 12:41:17 PM, 205.88, Delivered, Tue 18 Jan 2022 - 11:14:20 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11.5, 32480156-32379915, Tue 18 Jan 2022 - 08:15:41 PM, 276.94, Arrived At StockX, Tue 18 Jan 2022 - 10:37:31 AM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32455610-32355369, Tue 18 Jan 2022 - 08:16:08 PM, 183.07, Arrived At StockX, Tue 18 Jan 2022 - 10:35:10 AM
Jordan 6 Retro Electric Green, CT8529-003, 11, 32396357-32296116, Tue 18 Jan 2022 - 10:33:12 AM, 225.73, Arrived At StockX, Tue 18 Jan 2022 - 10:33:12 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 32623703-32523462, Tue 18 Jan 2022 - 10:29:55 AM, 143.14, Order Confirmed, Tue 18 Jan 2022 - 10:29:55 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9, 31866008-31765767, Wed 29 Dec 2021 - 12:52:09 PM, 222.60, Delivered, Tue 18 Jan 2022 - 10:22:54 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9, 31866008-31765767, Wed 29 Dec 2021 - 12:52:09 PM, 222.60, Delivered, Tue 18 Jan 2022 - 10:22:54 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 7Y, 32414779-32314538, Tue 18 Jan 2022 - 10:15:45 AM, 122.14, Arrived At StockX, Tue 18 Jan 2022 - 10:15:45 AM
Jordan 13 Retro Black Hyper Royal, 414571-040, 11, 32583820-32483579, Mon 17 Jan 2022 - 07:49:09 AM, 269.84, Arrived At StockX, Tue 18 Jan 2022 - 10:10:45 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 8.5, 32623084-32522843, Tue 18 Jan 2022 - 10:10:34 AM, 168.76, Order Confirmed, Tue 18 Jan 2022 - 10:10:34 AM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 8.5, 32550233-32449992, Tue 18 Jan 2022 - 09:53:37 AM, 171.14, Arrived At StockX, Tue 18 Jan 2022 - 09:53:37 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025205-31924964, Sun 02 Jan 2022 - 02:41:09 PM, 127.14, Delivered, Tue 18 Jan 2022 - 09:49:48 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025205-31924964, Sun 02 Jan 2022 - 02:41:09 PM, 127.14, Delivered, Tue 18 Jan 2022 - 09:49:47 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882123-31781882, Wed 29 Dec 2021 - 07:04:40 PM, 134.14, Delivered, Tue 18 Jan 2022 - 09:49:15 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882123-31781882, Wed 29 Dec 2021 - 07:04:40 PM, 134.14, Delivered, Tue 18 Jan 2022 - 09:49:16 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 31946388-31846147, Fri 31 Dec 2021 - 01:24:07 AM, 107.14, Delivered, Tue 18 Jan 2022 - 09:49:01 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 31946388-31846147, Fri 31 Dec 2021 - 01:24:07 AM, 107.14, Delivered, Tue 18 Jan 2022 - 09:49:00 AM
Jordan 5 Retro White Stealth (2021), DD0587-140, 12, 32478605-32378364, Tue 18 Jan 2022 - 09:43:13 AM, 234.09, Arrived At StockX, Tue 18 Jan 2022 - 09:43:13 AM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 9.5, 32457827-32357586, Tue 18 Jan 2022 - 11:18:06 PM, 173.24, Arrived At StockX, Tue 18 Jan 2022 - 09:39:26 AM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 5Y, 31936483-31836242, Thu 30 Dec 2021 - 08:00:33 PM, 105.14, Delivered, Tue 18 Jan 2022 - 09:23:40 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882105-31781864, Wed 29 Dec 2021 - 07:04:03 PM, 134.14, Delivered, Tue 18 Jan 2022 - 09:17:07 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882105-31781864, Wed 29 Dec 2021 - 07:04:03 PM, 134.14, Delivered, Tue 18 Jan 2022 - 09:17:07 AM
adidas Yeezy Slide Pure (First Release), GZ5554, 11, 31786804-31686563, Mon 27 Dec 2021 - 04:03:42 PM, 236.24, Delivered, Tue 18 Jan 2022 - 09:14:43 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 5Y, 31768617-31668376, Mon 27 Dec 2021 - 08:34:17 AM, 146.31, Delivered, Tue 18 Jan 2022 - 09:14:28 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010487-31910246, Sun 02 Jan 2022 - 12:47:04 AM, 109.14, Delivered, Tue 18 Jan 2022 - 09:14:26 AM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11, 31838727-31738486, Tue 28 Dec 2021 - 06:45:17 PM, 244.54, Delivered, Tue 18 Jan 2022 - 09:14:23 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 4Y, 31891476-31791235, Tue 18 Jan 2022 - 09:14:20 AM, 151.54, Delivered, Tue 18 Jan 2022 - 09:14:20 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882135-31781894, Wed 29 Dec 2021 - 07:05:22 PM, 133.14, Delivered, Tue 18 Jan 2022 - 09:14:14 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31820158-31719917, Tue 28 Dec 2021 - 11:36:10 AM, 182.89, Delivered, Tue 18 Jan 2022 - 09:14:05 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 5Y, 31891387-31791146, Tue 18 Jan 2022 - 09:14:12 AM, 145.27, Delivered, Tue 18 Jan 2022 - 09:14:12 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 31946392-31846151, Fri 31 Dec 2021 - 01:24:30 AM, 108.14, Delivered, Tue 18 Jan 2022 - 09:14:02 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 32020807-31920566, Sun 02 Jan 2022 - 12:19:17 PM, 111.14, Delivered, Tue 18 Jan 2022 - 09:13:57 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 31946431-31846190, Fri 31 Dec 2021 - 01:26:18 AM, 109.14, Delivered, Tue 18 Jan 2022 - 09:13:57 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025448-31925207, Sun 02 Jan 2022 - 02:48:07 PM, 122.14, Delivered, Tue 18 Jan 2022 - 09:13:55 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 31946448-31846207, Fri 31 Dec 2021 - 01:27:01 AM, 108.14, Delivered, Tue 18 Jan 2022 - 09:13:48 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 31974907-31874666, Fri 31 Dec 2021 - 08:36:22 PM, 109.14, Delivered, Tue 18 Jan 2022 - 09:13:46 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025457-31925216, Sun 02 Jan 2022 - 02:48:26 PM, 122.14, Delivered, Tue 18 Jan 2022 - 09:13:42 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 31946439-31846198, Fri 31 Dec 2021 - 01:26:44 AM, 108.14, Delivered, Tue 18 Jan 2022 - 09:13:42 AM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 7Y, 31990959-31890718, Sat 01 Jan 2022 - 12:52:28 PM, 145.14, Delivered, Tue 18 Jan 2022 - 09:13:36 AM
Jordan 5 Retro What The, CZ5725-700, 11, 32026761-31926520, Sun 02 Jan 2022 - 03:28:08 PM, 245.59, Delivered, Tue 18 Jan 2022 - 09:13:35 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025467-31925226, Sun 02 Jan 2022 - 02:48:54 PM, 122.14, Delivered, Tue 18 Jan 2022 - 09:13:35 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025437-31925196, Sun 02 Jan 2022 - 02:47:54 PM, 122.14, Delivered, Tue 18 Jan 2022 - 09:13:33 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 31946418-31846177, Fri 31 Dec 2021 - 01:25:35 AM, 108.14, Delivered, Tue 18 Jan 2022 - 09:13:33 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010482-31910241, Sun 02 Jan 2022 - 12:46:47 AM, 109.14, Delivered, Tue 18 Jan 2022 - 09:13:32 AM
Jordan 1 Low SE Mighty Swooshers, DM5442-040, 13, 32024459-31924218, Sun 02 Jan 2022 - 02:15:32 PM, 250.81, Delivered, Tue 18 Jan 2022 - 09:13:32 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025160-31924919, Sun 02 Jan 2022 - 02:39:46 PM, 127.14, Delivered, Tue 18 Jan 2022 - 09:13:06 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 6.5Y, 31976202-31875961, Fri 31 Dec 2021 - 09:17:55 PM, 130.64, Delivered, Tue 18 Jan 2022 - 09:12:45 AM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 11, 32187085-32086844, Tue 18 Jan 2022 - 09:12:39 AM, 207.05, Delivered, Tue 18 Jan 2022 - 09:12:39 AM
Jordan 13 Retro Starfish, 414571-108, 11, 32151829-32051588, Tue 18 Jan 2022 - 09:11:28 AM, 240.36, Delivered, Tue 18 Jan 2022 - 09:11:28 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 12.5, 32308418-32208177, Tue 18 Jan 2022 - 09:11:19 AM, 176.00, Delivered, Tue 18 Jan 2022 - 09:11:19 AM
Jordan 13 Retro Gym Red Flint Grey, DJ5982-600, 9.5, 32226811-32126570, Tue 18 Jan 2022 - 09:11:10 AM, 172.44, Delivered, Tue 18 Jan 2022 - 09:11:10 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 4.5Y, 32277032-32176791, Tue 18 Jan 2022 - 09:10:43 AM, 150.49, Delivered, Tue 18 Jan 2022 - 09:10:43 AM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 6.5Y, 32109464-32009223, Tue 18 Jan 2022 - 09:10:24 AM, 160.64, Delivered, Tue 18 Jan 2022 - 09:10:24 AM
