item, sku, size, order_num, date_of_purchase, purchase_price, status, status_update_date
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 5Y, 31668890-31568649, Not Set, 104.14, Arrived At StockX, Wed 29 Dec 2021 - 10:51:33 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9, 31862654-31762413, Not Set, 181.18, Order Confirmed, Wed 29 Dec 2021 - 11:21:32 AM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 11.5, 31863294-31763053, Not Set, 212.23, Order Confirmed, Wed 29 Dec 2021 - 11:39:39 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 6, 31864354-31764113, Not Set, 214.24, Order Confirmed, Wed 29 Dec 2021 - 12:08:18 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 9, 31761785-31661544, Not Set, 202.74, Arrived At StockX, Wed 29 Dec 2021 - 12:46:57 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 9, 31866008-31765767, Not Set, 222.60, Order Confirmed, Wed 29 Dec 2021 - 12:52:09 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 12, 31473148-31372907, Not Set, 176.20, Verified & Shipped, Wed 29 Dec 2021 - 01:06:22 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 30757157-30656916, Not Set, 234.79, Refund Issued, Wed 29 Dec 2021 - 01:09:37 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31781025-31680784, Not Set, 193.60, Arrived At StockX, Wed 29 Dec 2021 - 01:23:09 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 6, 31868272-31768031, Not Set, 205.88, Order Confirmed, Wed 29 Dec 2021 - 01:36:51 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31820158-31719917, Not Set, 182.89, Shipped To StockX, Wed 29 Dec 2021 - 01:55:45 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31820158-31719917, Not Set, 182.89, Arrived At StockX, Wed 29 Dec 2021 - 01:55:55 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9, 31795090-31694849, Not Set, 181.18, Arrived At StockX, Wed 29 Dec 2021 - 02:07:35 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31790025-31689784, Not Set, 177.66, Shipped To StockX, Wed 29 Dec 2021 - 02:39:23 PM
Jordan 5 Retro Alternate Grape, 136027-500, 10, 31860629-31760388, Not Set, 235.14, Shipped To StockX, Wed 29 Dec 2021 - 02:40:00 PM
Jordan 1 Low Mocha, DC6991-200, 11, 31805102-31704861, Not Set, 219.46, Shipped To StockX, Wed 29 Dec 2021 - 02:52:10 PM
Jordan 9 Retro Change The World (W), CV0420-100, 8W, 31820280-31720039, Not Set, 165.65, Shipped To StockX, Wed 29 Dec 2021 - 02:55:08 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11, 31838727-31738486, Not Set, 244.54, Shipped To StockX, Wed 29 Dec 2021 - 03:00:57 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9, 31862654-31762413, Not Set, 181.18, Shipped To StockX, Wed 29 Dec 2021 - 03:05:33 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 31148305-31048064, Not Set, 171.82, Delivered, Wed 29 Dec 2021 - 03:20:55 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30989813-30889572, Not Set, 182.95, Delivered, Wed 29 Dec 2021 - 03:22:38 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 9.5, 31046857-30946616, Not Set, 208.67, Delivered, Wed 29 Dec 2021 - 03:30:13 PM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6Y, 31381734-31281493, Not Set, 113.14, Delivered, Wed 29 Dec 2021 - 03:32:09 PM
Jordan 5 Retro Anthracite, DB0731-001, 11, 31839052-31738811, Not Set, 250.81, Shipped To StockX, Wed 29 Dec 2021 - 04:50:40 PM
adidas Yeezy Foam RNNR Ochre, GW3354, 11, 31494962-31394721, Not Set, 184.79, Verified & Shipped, Wed 29 Dec 2021 - 05:01:07 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 31840911-31740670, Not Set, 133.14, Shipped To StockX, Wed 29 Dec 2021 - 05:07:31 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 31840926-31740685, Not Set, 135.14, Shipped To StockX, Wed 29 Dec 2021 - 05:07:38 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 6, 31868272-31768031, Not Set, 205.88, Shipped To StockX, Wed 29 Dec 2021 - 05:57:18 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 6, 31868272-31768031, Not Set, 205.88, Arrived At StockX, Wed 29 Dec 2021 - 05:57:27 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 9, 31381910-31281669, Not Set, 279.03, Delivered, Wed 29 Dec 2021 - 06:31:12 PM
Jordan 5 Retro Alternate Grape, 136027-500, 12, 31545140-31444899, Not Set, 261.26, Refund Issued, Wed 29 Dec 2021 - 06:37:07 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31809579-31709338, Not Set, 131.14, Arrived At StockX, Wed 29 Dec 2021 - 06:48:54 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882105-31781864, Not Set, 134.14, Order Confirmed, Wed 29 Dec 2021 - 07:04:03 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882123-31781882, Not Set, 134.14, Order Confirmed, Wed 29 Dec 2021 - 07:04:40 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882135-31781894, Not Set, 133.14, Order Confirmed, Wed 29 Dec 2021 - 07:05:22 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882159-31781918, Not Set, 133.14, Order Confirmed, Wed 29 Dec 2021 - 07:05:52 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882191-31781950, Not Set, 133.14, Order Confirmed, Wed 29 Dec 2021 - 07:06:52 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882212-31781971, Not Set, 133.14, Order Confirmed, Wed 29 Dec 2021 - 07:07:30 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882228-31781987, Not Set, 133.14, Order Confirmed, Wed 29 Dec 2021 - 07:08:00 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 31882301-31782060, Not Set, 125.64, Order Confirmed, Wed 29 Dec 2021 - 07:10:10 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882333-31782092, Not Set, 126.64, Order Confirmed, Wed 29 Dec 2021 - 07:11:13 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 31882395-31782154, Not Set, 132.16, Order Confirmed, Wed 29 Dec 2021 - 07:12:39 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 31882478-31782237, Not Set, 134.14, Order Confirmed, Wed 29 Dec 2021 - 07:15:25 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 31882771-31782530, Not Set, 134.14, Order Confirmed, Wed 29 Dec 2021 - 07:23:27 PM
Jordan 1 Low Green Toe (GS), 553560-371, 6.5Y, 31805090-31704849, Not Set, 135.14, Order Confirmed, Tue 28 Dec 2021 - 12:05:44 AM
Jordan 1 Low Mocha, DC6991-200, 11, 31805102-31704861, Not Set, 219.46, Order Confirmed, Tue 28 Dec 2021 - 12:05:53 AM
Jordan 1 Low Green Toe (GS), 553560-371, 6.5Y, 31805168-31704927, Not Set, 135.14, Order Confirmed, Tue 28 Dec 2021 - 12:08:27 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8.5, 30952851-30852610, Not Set, 176.74, Delivered, Tue 28 Dec 2021 - 02:04:26 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31804887-31704646, Not Set, 131.14, Shipped To StockX, Tue 28 Dec 2021 - 02:43:58 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31804887-31704646, Not Set, 131.14, Arrived At StockX, Tue 28 Dec 2021 - 02:44:00 AM
Jordan 1 Mid SE Corduroy Sail, DA8009-108, 8W, 31809140-31708899, Not Set, 156.14, Order Confirmed, Tue 28 Dec 2021 - 03:09:23 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 7, 31439461-31339220, Not Set, 209.01, Arrived At StockX, Tue 28 Dec 2021 - 03:35:01 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31809579-31709338, Not Set, 131.14, Order Confirmed, Tue 28 Dec 2021 - 03:36:07 AM
Jordan 1 Low Green Toe (GS), 553560-371, 7Y, 31500337-31400096, Not Set, 133.14, Verified & Shipped, Tue 28 Dec 2021 - 04:57:08 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9.5, 31262373-31162132, Not Set, 147.71, Delivered, Tue 28 Dec 2021 - 05:45:06 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 14, 31482602-31382361, Not Set, 187.53, Arrived At StockX, Tue 28 Dec 2021 - 06:26:19 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 11.5, 31473649-31373408, Not Set, 186.50, Arrived At StockX, Tue 28 Dec 2021 - 06:54:03 AM
adidas Yeezy Slide Pure (First Release), GZ5554, 12, 31783875-31683634, Not Set, 247.79, Shipped To StockX, Tue 28 Dec 2021 - 07:01:43 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 7, 31439461-31339220, Not Set, 209.01, Refund Issued, Tue 28 Dec 2021 - 07:09:15 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 31814236-31713995, Not Set, 129.14, Order Confirmed, Tue 28 Dec 2021 - 08:37:22 AM
adidas Yeezy Foam RNNR Ochre, GW3354, 13, 31814535-31714294, Not Set, 207.89, Order Confirmed, Tue 28 Dec 2021 - 08:52:19 AM
Jordan 1 Low Green Toe (GS), 553560-371, 5.5Y, 31815248-31715007, Not Set, 140.14, Order Confirmed, Tue 28 Dec 2021 - 09:21:28 AM
adidas Yeezy Foam RNNR Ochre, GW3354, 13, 31487493-31387252, Not Set, 199.49, Verified & Shipped, Tue 28 Dec 2021 - 10:50:03 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 6.5, 31819254-31719013, Not Set, 184.28, Order Confirmed, Tue 28 Dec 2021 - 11:10:48 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 7.5, 31499316-31399075, Not Set, 150.14, Arrived At StockX, Tue 28 Dec 2021 - 11:11:21 AM
Nike Dunk Low University Gold (W), DQ4690-800, 10W, 31483529-31383288, Not Set, 145.63, Arrived At StockX, Tue 28 Dec 2021 - 11:32:02 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31820158-31719917, Not Set, 182.89, Order Confirmed, Tue 28 Dec 2021 - 11:36:10 AM
Jordan 9 Retro Change The World (W), CV0420-100, 8W, 31820280-31720039, Not Set, 165.65, Order Confirmed, Tue 28 Dec 2021 - 11:39:37 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31794072-31693831, Not Set, 160.94, Shipped To StockX, Tue 28 Dec 2021 - 11:43:27 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31820665-31720424, Not Set, 163.03, Order Confirmed, Tue 28 Dec 2021 - 11:48:01 AM
Jordan 5 Retro Alternate Grape, 136027-500, 12, 31503103-31402862, Not Set, 261.26, Arrived At StockX, Tue 28 Dec 2021 - 12:31:29 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 12, 31466811-31366570, Not Set, 187.39, Refund Issued, Tue 28 Dec 2021 - 12:45:20 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10, 31592340-31492099, Not Set, 201.88, Verified & Shipped, Tue 28 Dec 2021 - 01:24:46 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 9, 31540096-31439855, Not Set, 156.14, Verified & Shipped, Tue 28 Dec 2021 - 01:28:40 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 12, 31482584-31382343, Not Set, 176.20, Shipped To StockX, Tue 28 Dec 2021 - 01:43:34 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10, 31565763-31465522, Not Set, 178.07, Verified & Shipped, Tue 28 Dec 2021 - 01:52:18 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5Y, 31510901-31410660, Not Set, 115.14, Delivered, Tue 28 Dec 2021 - 02:35:05 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31494564-31394323, Not Set, 135.14, Delivered, Tue 28 Dec 2021 - 02:37:58 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 7, 31827902-31727661, Not Set, 217.37, Order Confirmed, Tue 28 Dec 2021 - 02:42:14 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 12, 31434649-31334408, Not Set, 227.46, Arrived At StockX, Tue 28 Dec 2021 - 02:48:09 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 11.5, 31473362-31373121, Not Set, 186.50, Delivered, Tue 28 Dec 2021 - 02:57:52 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 11, 31472380-31372139, Not Set, 175.17, Delivered, Tue 28 Dec 2021 - 02:59:36 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 30913359-30813118, Not Set, 185.02, Delivered, Tue 28 Dec 2021 - 03:02:39 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 14, 31482602-31382361, Not Set, 187.53, Verified & Shipped, Tue 28 Dec 2021 - 03:04:29 PM
Jordan 1 Low Green Toe (GS), 553560-371, 5.5Y, 31815248-31715007, Not Set, 140.14, Shipped To StockX, Tue 28 Dec 2021 - 03:04:46 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 12, 31297196-31196955, Not Set, 131.24, Delivered, Tue 28 Dec 2021 - 03:16:39 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31345070-31244829, Not Set, 235.14, Delivered, Tue 28 Dec 2021 - 03:18:49 PM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 6.5Y, 31033352-30933111, Not Set, 124.02, Delivered, Tue 28 Dec 2021 - 03:26:11 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 10, 31000623-30900382, Not Set, 225.39, Delivered, Tue 28 Dec 2021 - 03:27:27 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 30960933-30860692, Not Set, 180.88, Delivered, Tue 28 Dec 2021 - 03:27:31 PM
Jordan 5 Retro Shattered Backboard, DC1060-100, 11, 31016100-30915859, Not Set, 189.16, Delivered, Tue 28 Dec 2021 - 03:27:53 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 11.5, 31473649-31373408, Not Set, 186.50, Verified & Shipped, Tue 28 Dec 2021 - 03:35:29 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31493698-31393457, Not Set, 251.86, Verified & Shipped, Tue 28 Dec 2021 - 04:10:37 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 11, 31590844-31490603, Not Set, 212.23, Arrived At StockX, Tue 28 Dec 2021 - 04:10:43 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31833544-31733303, Not Set, 130.14, Order Confirmed, Tue 28 Dec 2021 - 04:41:33 PM
adidas Yeezy Foam RNNR Ochre, GW3354, 13, 31814535-31714294, Not Set, 207.89, Shipped To StockX, Tue 28 Dec 2021 - 04:49:38 PM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 5, 31552903-31452662, Not Set, 177.66, Arrived At StockX, Tue 28 Dec 2021 - 04:53:40 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 12, 31554646-31454405, Not Set, 185.47, Verified & Shipped, Tue 28 Dec 2021 - 05:33:04 PM
Jordan 1 Low Green Toe (GS), 553560-371, 6.5Y, 31805090-31704849, Not Set, 135.14, Shipped To StockX, Tue 28 Dec 2021 - 05:41:43 PM
Jordan 14 Retro Low Shocking Pink (W), DH4121-600, 9W, 31519754-31419513, Not Set, 221.55, Shipped To StockX, Tue 28 Dec 2021 - 05:55:25 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10.5, 31785698-31685457, Not Set, 213.26, Shipped To StockX, Tue 28 Dec 2021 - 06:00:55 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9, 31786012-31685771, Not Set, 184.28, Shipped To StockX, Tue 28 Dec 2021 - 06:01:06 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 31743519-31643278, Not Set, 139.14, Verified & Shipped, Tue 28 Dec 2021 - 06:08:19 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 6.5, 31837573-31737332, Not Set, 184.28, Order Confirmed, Tue 28 Dec 2021 - 06:14:19 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 11, 31838727-31738486, Not Set, 244.54, Order Confirmed, Tue 28 Dec 2021 - 06:45:17 PM
Jordan 5 Retro Anthracite, DB0731-001, 11, 31839052-31738811, Not Set, 250.81, Order Confirmed, Tue 28 Dec 2021 - 06:53:22 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 31840911-31740670, Not Set, 133.14, Order Confirmed, Tue 28 Dec 2021 - 07:41:29 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 31840926-31740685, Not Set, 135.14, Order Confirmed, Tue 28 Dec 2021 - 07:41:59 PM
Jordan 1 Mid SE Corduroy Sail, DA8009-108, 8W, 31809140-31708899, Not Set, 156.14, Shipped To StockX, Tue 28 Dec 2021 - 08:00:30 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 11.5, 31605286-31505045, Not Set, 212.23, Shipped To StockX, Tue 28 Dec 2021 - 08:34:24 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10.5, 31761599-31661358, Not Set, 213.26, Order Confirmed, Mon 27 Dec 2021 - 01:33:18 AM
Jordan 5 Retro White Stealth (2021), DD0587-140, 9, 31761785-31661544, Not Set, 202.74, Order Confirmed, Mon 27 Dec 2021 - 01:41:48 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 14, 31482602-31382361, Not Set, 187.53, Shipped To StockX, Mon 27 Dec 2021 - 04:53:38 AM
Jordan 5 Retro Bluebird (W), DD9336-400, 9W, 31361425-31261184, Not Set, 182.89, Arrived At StockX, Mon 27 Dec 2021 - 06:55:19 AM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6.5Y, 31743519-31643278, Not Set, 139.14, Shipped To StockX, Mon 27 Dec 2021 - 07:13:24 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 12, 31554646-31454405, Not Set, 185.47, Arrived At StockX, Mon 27 Dec 2021 - 08:26:14 AM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 5Y, 31768617-31668376, Not Set, 146.31, Order Confirmed, Mon 27 Dec 2021 - 08:34:17 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 10.5, 31484335-31384094, Not Set, 160.14, Arrived At StockX, Mon 27 Dec 2021 - 09:16:49 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31451908-31351667, Not Set, 133.14, Arrived At StockX, Mon 27 Dec 2021 - 09:53:29 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 9, 31425859-31325618, Not Set, 213.19, Shipped To StockX, Mon 27 Dec 2021 - 10:01:11 AM
Nike Dunk High Syracuse (2021), DD1399-101, 9.5, 31578146-31477905, Not Set, 193.19, Arrived At StockX, Mon 27 Dec 2021 - 10:19:16 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31493473-31393232, Not Set, 135.14, Arrived At StockX, Mon 27 Dec 2021 - 10:54:39 AM
Nike Dunk High Syracuse (2021), DD1399-101, 13, 31568691-31468450, Not Set, 222.59, Shipped To StockX, Mon 27 Dec 2021 - 10:55:32 AM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31450161-31349920, Not Set, 251.86, Arrived At StockX, Mon 27 Dec 2021 - 10:56:30 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 12, 31482464-31382223, Not Set, 187.53, Arrived At StockX, Mon 27 Dec 2021 - 11:10:44 AM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 8.5, 31475582-31375341, Not Set, 158.14, Arrived At StockX, Mon 27 Dec 2021 - 11:18:06 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 12, 31466811-31366570, Not Set, 187.39, Arrived At StockX, Mon 27 Dec 2021 - 11:26:34 AM
Jordan 13 Retro Starfish, 414571-108, 14, 31775398-31675157, Not Set, 224.69, Order Confirmed, Mon 27 Dec 2021 - 12:06:53 PM
Nike Dunk High Syracuse (2021), DD1399-101, 10, 31494414-31394173, Not Set, 204.74, Arrived At StockX, Mon 27 Dec 2021 - 12:17:27 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 10, 31553313-31453072, Not Set, 145.14, Arrived At StockX, Mon 27 Dec 2021 - 12:31:41 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 7.5, 31452923-31352682, Not Set, 166.69, Arrived At StockX, Mon 27 Dec 2021 - 12:40:52 PM
Jordan 13 Retro Starfish, 414571-108, 13, 31776863-31676622, Not Set, 235.14, Order Confirmed, Mon 27 Dec 2021 - 12:41:41 PM
Jordan 12 Retro Twist, CT8013-106, 12, 31777019-31676778, Not Set, 242.45, Order Confirmed, Mon 27 Dec 2021 - 12:45:51 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 12, 31455981-31355740, Not Set, 185.47, Verified & Shipped, Mon 27 Dec 2021 - 12:46:33 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 10, 31398711-31298470, Not Set, 156.03, Verified & Shipped, Mon 27 Dec 2021 - 12:55:10 PM
Jordan 1 Low Green Toe (GS), 553560-371, 6Y, 31597304-31497063, Not Set, 133.14, Arrived At StockX, Mon 27 Dec 2021 - 01:05:41 PM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 5.5Y, 31778241-31678000, Not Set, 152.24, Order Confirmed, Mon 27 Dec 2021 - 01:12:51 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 11, 31599490-31499249, Not Set, 212.23, Arrived At StockX, Mon 27 Dec 2021 - 01:21:03 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 11.5W, 31329368-31229127, Not Set, 236.18, Arrived At StockX, Mon 27 Dec 2021 - 01:31:14 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10, 31592340-31492099, Not Set, 201.88, Arrived At StockX, Mon 27 Dec 2021 - 02:01:47 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31781025-31680784, Not Set, 193.60, Order Confirmed, Mon 27 Dec 2021 - 02:15:23 PM
Jordan 6 Retro Electric Green, CT8529-003, 11.5, 31458775-31358534, Not Set, 197.52, Delivered, Mon 27 Dec 2021 - 02:18:46 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10, 31565763-31465522, Not Set, 178.07, Arrived At StockX, Mon 27 Dec 2021 - 02:46:36 PM
adidas Yeezy Slide Pure (First Release), GZ5554, 12, 31783875-31683634, Not Set, 247.79, Order Confirmed, Mon 27 Dec 2021 - 03:10:09 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 10, 31460701-31360460, Not Set, 166.14, Arrived At StockX, Mon 27 Dec 2021 - 03:13:01 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 9, 31540096-31439855, Not Set, 156.14, Arrived At StockX, Mon 27 Dec 2021 - 03:18:26 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8W, 31611753-31511512, Not Set, 178.71, Shipped To StockX, Mon 27 Dec 2021 - 03:35:16 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 10.5, 31785698-31685457, Not Set, 213.26, Order Confirmed, Mon 27 Dec 2021 - 03:39:35 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9, 31786012-31685771, Not Set, 184.28, Order Confirmed, Mon 27 Dec 2021 - 03:46:32 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 8, 31398374-31298133, Not Set, 149.09, Refund Issued, Mon 27 Dec 2021 - 03:54:45 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 31199513-31099272, Not Set, 156.75, Delivered, Mon 27 Dec 2021 - 04:00:18 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 9.5, 29493536-29393295, Not Set, 235.47, Delivered, Mon 27 Dec 2021 - 04:01:43 PM
adidas Yeezy Slide Pure (First Release), GZ5554, 11, 31786804-31686563, Not Set, 236.24, Order Confirmed, Mon 27 Dec 2021 - 04:03:42 PM
Nike Dunk Low Championship Goldenrod (2021), DD1391-004, 10.5, 31479761-31379520, Not Set, 162.14, Arrived At StockX, Mon 27 Dec 2021 - 04:07:14 PM
Nike Dunk Low Archeo Pink (W), DD1503-111, 9.5W, 31197121-31096880, Not Set, 172.09, Delivered, Mon 27 Dec 2021 - 04:16:42 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 9, 31488198-31387957, Not Set, 135.14, Verified & Shipped, Mon 27 Dec 2021 - 04:28:48 PM
Jordan 6 Retro Electric Green, CT8529-003, 11, 31788198-31687957, Not Set, 219.46, Order Confirmed, Mon 27 Dec 2021 - 04:35:10 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 10, 31788545-31688304, Not Set, 168.26, Order Confirmed, Mon 27 Dec 2021 - 04:43:14 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8, 31788889-31688648, Not Set, 186.35, Order Confirmed, Mon 27 Dec 2021 - 04:51:00 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 13, 31493698-31393457, Not Set, 251.86, Arrived At StockX, Mon 27 Dec 2021 - 04:54:03 PM
Jordan 3 Retro Rust Pink (W), CK9246-600, 10.5W, 31789233-31688992, Not Set, 237.23, Order Confirmed, Mon 27 Dec 2021 - 04:58:26 PM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 8, 31790025-31689784, Not Set, 177.66, Order Confirmed, Mon 27 Dec 2021 - 05:13:47 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 31119189-31018948, Not Set, 186.06, Delivered, Mon 27 Dec 2021 - 05:16:41 PM
adidas Yeezy Foam RNNR MX Sand Grey, GY3969, 11, 31492607-31392366, Not Set, 218.42, Verified & Shipped, Mon 27 Dec 2021 - 05:17:07 PM
Jordan 1 Mid Paint Drip (GS), DD1666-100, 5Y, 31768617-31668376, Not Set, 146.31, Shipped To StockX, Mon 27 Dec 2021 - 05:46:00 PM
